Volume,Open,Close,High,Low
1168,1.18055,1.1806,1.18132,1.18048
899,1.1806,1.18109,1.18132,1.18024
1352,1.1811,1.18136,1.18178,1.18068
1386,1.18136,1.18003,1.18143,1.17942
1329,1.18004,1.18086,1.18091,1.17974
1240,1.18083,1.18112,1.18174,1.18038
2187,1.18112,1.1825,1.18287,1.18107
717,1.18252,1.18234,1.18302,1.18208
2240,1.18232,1.18396,1.18445,1.18174
2475,1.18392,1.18333,1.18409,1.18246
4988,1.18336,1.18543,1.18688,1.18305
3164,1.18542,1.18375,1.18592,1.18374
1525,1.18376,1.1833,1.18383,1.18302
1643,1.18327,1.1827,1.18376,1.1822
4776,1.18274,1.18248,1.1839,1.18185
2993,1.18249,1.18334,1.18344,1.1823
5321,1.18339,1.18566,1.18582,1.18256
3474,1.18565,1.18605,1.18714,1.18551
1593,1.18604,1.18681,1.1871,1.18603
4148,1.18686,1.18832,1.19108,1.18678
1907,1.18828,1.18596,1.18831,1.1857
1290,1.18602,1.18541,1.1861,1.185
799,1.18546,1.18558,1.1858,1.18532
1321,1.1856,1.1855,1.18622,1.18531
1830,1.18548,1.18515,1.18584,1.18505
815,1.18518,1.18512,1.18533,1.1846
1167,1.18512,1.18358,1.1852,1.18358
1243,1.18363,1.18368,1.18471,1.1836
1074,1.1837,1.18433,1.18438,1.18342
587,1.18436,1.18414,1.18489,1.18414
451,1.18419,1.18462,1.18482,1.18419
880,1.18458,1.18446,1.1857,1.1844
2262,1.18446,1.18512,1.18534,1.1838
2334,1.18518,1.18408,1.18568,1.18372
2473,1.1843,1.18437,1.18437,1.18306
1742,1.18434,1.18456,1.18504,1.18415
1223,1.18455,1.18376,1.18475,1.18335
5673,1.18374,1.18537,1.18586,1.18337
4218,1.18536,1.18594,1.18737,1.1848
2702,1.1859,1.18498,1.18594,1.18428
7354,1.18498,1.18789,1.18932,1.18453
3221,1.18793,1.18794,1.1889,1.18737
1891,1.18792,1.18694,1.18842,1.18678
1342,1.18694,1.1872,1.1872,1.18608
1285,1.18722,1.18674,1.18775,1.18644
3266,1.1867,1.18751,1.18885,1.1862
776,1.18754,1.18691,1.18812,1.18675
2546,1.18707,1.18708,1.1876,1.18682
885,1.18716,1.18774,1.18804,1.18702
811,1.18774,1.18826,1.18856,1.1875
964,1.1882,1.18766,1.18858,1.18759
1160,1.18768,1.18774,1.18797,1.18712
734,1.18774,1.18748,1.188,1.1872
351,1.1875,1.18793,1.18793,1.18743
803,1.18788,1.18798,1.18887,1.18774
691,1.18794,1.18844,1.18866,1.18776
1361,1.18851,1.18851,1.18856,1.1874
1939,1.18846,1.18822,1.18896,1.18764
1126,1.18827,1.1882,1.18882,1.18805
1119,1.18823,1.18824,1.18852,1.18776
971,1.1882,1.18704,1.18832,1.18702
1592,1.18702,1.1877,1.1877,1.18631
11283,1.18766,1.18304,1.18766,1.18253
6791,1.18302,1.17933,1.1846,1.17915
10580,1.17934,1.17502,1.17934,1.17284
3390,1.17502,1.17536,1.17645,1.17451
2289,1.17536,1.17543,1.17584,1.17362
1635,1.17544,1.17542,1.17638,1.175
1265,1.17543,1.17645,1.17672,1.17514
1497,1.1765,1.17808,1.17817,1.1765
1219,1.17809,1.17734,1.17832,1.17684
756,1.17738,1.17754,1.17769,1.17723
3326,1.17751,1.17862,1.1793,1.17717
1446,1.1786,1.1777,1.1792,1.17769
1594,1.17773,1.17864,1.17926,1.17767
1123,1.17863,1.17927,1.17934,1.17842
549,1.1793,1.17938,1.18003,1.17914
342,1.1794,1.17986,1.18022,1.17932
232,1.17982,1.17952,1.18004,1.1795
439,1.17954,1.17848,1.17966,1.17838
1714,1.17848,1.17852,1.17931,1.1781
3648,1.17852,1.18098,1.18142,1.1778
2456,1.18102,1.17981,1.18118,1.1796
1737,1.17981,1.18024,1.18056,1.17898
1368,1.1802,1.17978,1.1805,1.17948
1795,1.17973,1.18025,1.18084,1.17939
2064,1.18027,1.17866,1.18046,1.17864
2084,1.17866,1.1792,1.17945,1.1783
2431,1.17926,1.17946,1.17986,1.17832
1356,1.1795,1.17876,1.1796,1.17857
607,1.17871,1.17886,1.17905,1.17816
752,1.17886,1.17915,1.17965,1.17886
698,1.17917,1.17944,1.17952,1.17872
703,1.17942,1.17944,1.17968,1.17888
372,1.17944,1.1795,1.17969,1.17922
2448,1.17938,1.17953,1.1798,1.17902
1143,1.17959,1.17922,1.18012,1.17914
328,1.17924,1.17996,1.18018,1.17924
620,1.17998,1.18024,1.18052,1.1798
1330,1.18028,1.18162,1.18242,1.1802
699,1.18163,1.18132,1.18178,1.18068
470,1.18129,1.18068,1.18164,1.18068
394,1.1807,1.18114,1.18156,1.1807
525,1.18118,1.18082,1.18152,1.18048
1437,1.18077,1.18052,1.1813,1.1802
1727,1.18054,1.18072,1.18181,1.18029
1237,1.18075,1.18084,1.18156,1.18056
1166,1.1808,1.18108,1.18142,1.18068
1076,1.18104,1.18158,1.18184,1.18075
1222,1.18156,1.18084,1.18167,1.18056
1577,1.18085,1.18148,1.18176,1.1807
1664,1.18146,1.18102,1.1816,1.18065
7240,1.18102,1.17385,1.18124,1.17324
3974,1.1739,1.17246,1.17508,1.17154
2626,1.1725,1.17525,1.17541,1.17212
2246,1.17526,1.17636,1.17697,1.17502
1151,1.17638,1.17522,1.17641,1.17512
2202,1.17521,1.17493,1.1753,1.17406
1323,1.1749,1.17529,1.1759,1.17469
3933,1.17508,1.17505,1.17572,1.1746
1512,1.17502,1.17595,1.17624,1.1744
612,1.17589,1.17546,1.17642,1.17524
1889,1.17542,1.17434,1.17552,1.17336
1591,1.17436,1.17357,1.17496,1.17292
1796,1.1736,1.17346,1.1741,1.17194
957,1.17341,1.17332,1.17364,1.17284
583,1.17334,1.17375,1.174,1.17326
704,1.17376,1.17411,1.17449,1.17357
2469,1.17406,1.17452,1.17548,1.17353
3513,1.1745,1.1743,1.17619,1.1736
3531,1.1743,1.1732,1.1743,1.1722
2723,1.17316,1.17406,1.17533,1.173
1968,1.17405,1.17366,1.1752,1.1733
2227,1.17367,1.17395,1.1742,1.17319
5390,1.174,1.1745,1.17474,1.17256
7300,1.17452,1.17113,1.1746,1.16888
6682,1.17114,1.17433,1.17495,1.17085
2526,1.17432,1.17482,1.17486,1.173
1434,1.17482,1.17444,1.17496,1.17357
1874,1.17448,1.17522,1.17588,1.17397
1237,1.17524,1.17524,1.17616,1.17507
774,1.1752,1.17557,1.17564,1.17496
934,1.17557,1.1759,1.1761,1.1754
1820,1.17592,1.17597,1.17616,1.17559
665,1.17595,1.17626,1.17701,1.17566
278,1.17621,1.17634,1.17639,1.17578
1231,1.17632,1.1757,1.1764,1.17516
1202,1.1757,1.17534,1.17623,1.17478
849,1.17534,1.17482,1.1755,1.17415
853,1.17482,1.17387,1.17486,1.1733
787,1.17391,1.1736,1.17395,1.17321
1016,1.17355,1.17336,1.17388,1.17268
1492,1.17337,1.17319,1.17407,1.173
2775,1.1732,1.17202,1.17356,1.17156
2175,1.17204,1.1723,1.17352,1.17195
2288,1.17229,1.17114,1.17229,1.17086
1901,1.1711,1.17238,1.17255,1.17042
1705,1.17234,1.17255,1.17255,1.17136
4481,1.1726,1.17416,1.1748,1.17247
3823,1.17416,1.17364,1.17492,1.17304
6918,1.1736,1.17502,1.17594,1.17176
2685,1.17504,1.1751,1.17578,1.17411
2145,1.17514,1.17564,1.1762,1.17483
1294,1.17567,1.17554,1.17603,1.17518
1600,1.17554,1.177,1.17752,1.17528
2145,1.17702,1.17734,1.1785,1.17696
1066,1.1773,1.17726,1.17797,1.17715
6568,1.17733,1.1772,1.17751,1.17672
666,1.17712,1.17662,1.17716,1.17652
345,1.17662,1.177,1.17706,1.17636
680,1.177,1.17721,1.17766,1.17682
1202,1.17726,1.17702,1.17762,1.1765
829,1.17697,1.17688,1.17704,1.17617
605,1.17684,1.17754,1.17758,1.17671
518,1.17752,1.17746,1.17765,1.17717
1074,1.17746,1.17644,1.17792,1.17638
2106,1.1764,1.17598,1.17694,1.17554
2034,1.17598,1.17536,1.17613,1.17496
1590,1.17532,1.17556,1.17646,1.17509
1102,1.17553,1.17582,1.17584,1.17484
1431,1.1758,1.17602,1.1774,1.17554
1449,1.176,1.1759,1.17723,1.17581
9521,1.17588,1.1816,1.18354,1.17539
7655,1.1816,1.17984,1.183,1.17774
3898,1.17979,1.17927,1.181,1.17866
2674,1.17928,1.18106,1.1811,1.17862
2577,1.18104,1.18203,1.18223,1.18054
3727,1.18203,1.18374,1.18476,1.18203
1986,1.18372,1.18236,1.18393,1.18208
1634,1.1824,1.18247,1.1829,1.18202
1029,1.18247,1.18219,1.18252,1.18197
766,1.1822,1.1824,1.18288,1.18202
797,1.18243,1.18219,1.18248,1.1819
588,1.18214,1.18252,1.18265,1.18187
1744,1.18252,1.1819,1.18292,1.18186
1014,1.18196,1.18302,1.18348,1.1817
617,1.18302,1.18275,1.1834,1.18274
442,1.18276,1.1827,1.18314,1.18248
615,1.1827,1.18184,1.18274,1.18176
1013,1.1818,1.18196,1.18213,1.18099
2180,1.18192,1.18308,1.18331,1.18104
2837,1.18302,1.18078,1.18384,1.18007
2480,1.18074,1.18034,1.18094,1.17922
1814,1.18032,1.17981,1.18072,1.1797
1574,1.17984,1.17989,1.1804,1.17912
1817,1.17991,1.17923,1.18002,1.17873
2030,1.17925,1.17956,1.18,1.17912
2445,1.17962,1.17908,1.18018,1.17845
3400,1.1791,1.17822,1.1791,1.177
1888,1.1782,1.17862,1.17881,1.17745
1066,1.17858,1.17933,1.1796,1.17754
1313,1.1793,1.17734,1.17952,1.17722
1293,1.1773,1.17832,1.17864,1.1773
887,1.17836,1.1785,1.17888,1.17815
984,1.17846,1.17804,1.17884,1.17782
642,1.17799,1.17761,1.17818,1.17754
541,1.17766,1.17785,1.1781,1.17752
372,1.17782,1.17756,1.17804,1.17684
1495,1.1776,1.17814,1.17896,1.17752
1196,1.17819,1.17853,1.17928,1.17819
488,1.17852,1.1783,1.1786,1.17816
307,1.17826,1.17821,1.17842,1.17802
664,1.17824,1.17774,1.17862,1.17768
1246,1.17776,1.17607,1.17795,1.17598
3132,1.17605,1.17429,1.17641,1.17362
3401,1.17428,1.17462,1.17474,1.17208
3099,1.17459,1.17566,1.17692,1.17442
2251,1.17562,1.17496,1.17638,1.17494
1932,1.17498,1.17496,1.17524,1.1739
2466,1.17498,1.17396,1.17578,1.1734
7711,1.17396,1.16918,1.17452,1.16873
4514,1.16919,1.17072,1.17243,1.169
3588,1.1707,1.17188,1.17194,1.1701
2874,1.17187,1.17358,1.17388,1.17142
1378,1.17354,1.17371,1.17384,1.17295
1160,1.17366,1.17383,1.17434,1.17365
977,1.17386,1.1734,1.1739,1.17274
714,1.17336,1.17398,1.17404,1.17328
560,1.17395,1.1735,1.17402,1.17324
1076,1.17347,1.17354,1.17384,1.17336
756,1.17357,1.17374,1.17388,1.17298
406,1.1737,1.17406,1.17433,1.17364
854,1.17404,1.1738,1.17456,1.17364
812,1.17384,1.1739,1.17419,1.17346
457,1.17391,1.17364,1.17417,1.1736
230,1.17362,1.17396,1.17402,1.17358
333,1.17394,1.17426,1.17435,1.1738
880,1.17424,1.17417,1.17478,1.17377
1612,1.17418,1.17308,1.17418,1.1724
4418,1.1731,1.17158,1.17582,1.17142
6190,1.17158,1.1726,1.17392,1.16914
2450,1.17258,1.17235,1.17397,1.17225
2903,1.17238,1.17019,1.1724,1.16952
2644,1.17017,1.17113,1.1715,1.16984
4292,1.17114,1.17031,1.1721,1.17017
4415,1.17034,1.16946,1.17066,1.16813
2535,1.16946,1.17032,1.17164,1.16934
2475,1.17032,1.17018,1.17094,1.16934
1415,1.17021,1.17019,1.17044,1.16912
4349,1.1702,1.17344,1.17428,1.17006
10190,1.17346,1.17684,1.1779,1.1731
1731,1.1768,1.17692,1.17736,1.17627
751,1.1769,1.17676,1.17715,1.1766
2627,1.17659,1.17722,1.17728,1.17656
862,1.1772,1.17772,1.17797,1.17701
338,1.17768,1.17739,1.17792,1.177
997,1.17734,1.17681,1.17748,1.17648
1981,1.17684,1.17886,1.17893,1.17668
766,1.17889,1.17824,1.17902,1.17776
586,1.17819,1.17776,1.17834,1.17746
350,1.17776,1.17792,1.17823,1.17776
908,1.1779,1.17791,1.179,1.17755
1768,1.17788,1.17632,1.17804,1.1763
2359,1.17628,1.17558,1.17661,1.17509
2466,1.17556,1.17329,1.17561,1.17302
2283,1.17332,1.17068,1.17375,1.17038
2864,1.1707,1.16976,1.17086,1.169
9062,1.16972,1.16996,1.1714,1.16622
5800,1.16994,1.16934,1.17045,1.16814
3925,1.1693,1.17276,1.17289,1.16924
9502,1.17276,1.17452,1.17476,1.17148
3193,1.17457,1.17353,1.17458,1.17318
2193,1.17357,1.17414,1.1754,1.17321
1855,1.17412,1.17418,1.17518,1.17391
1215,1.17417,1.17399,1.17514,1.17397
2214,1.174,1.17279,1.17472,1.17269
902,1.17284,1.17242,1.17333,1.17179
4197,1.17219,1.17252,1.17296,1.17182
944,1.17252,1.17267,1.17312,1.17242
815,1.1727,1.1716,1.17296,1.17087
1937,1.17163,1.1728,1.17302,1.17101
920,1.17278,1.17329,1.17352,1.17236
531,1.17329,1.17292,1.17364,1.17292
446,1.17296,1.17306,1.17359,1.17296
626,1.17311,1.17374,1.17397,1.17302
896,1.17377,1.17332,1.17408,1.17327
2041,1.1733,1.17377,1.17413,1.17256
4337,1.17374,1.17264,1.17588,1.17213
2435,1.17265,1.17472,1.1749,1.17239
4241,1.17474,1.17351,1.17749,1.17351
2191,1.17349,1.17487,1.17527,1.1734
1962,1.17491,1.17346,1.17512,1.17316
2714,1.1735,1.17484,1.175,1.1734
4128,1.17486,1.17426,1.17551,1.1736
6696,1.17423,1.1749,1.17615,1.1737
6549,1.1749,1.17478,1.17552,1.17296
4132,1.17482,1.17494,1.17552,1.17434
2466,1.17494,1.17532,1.17545,1.17405
1193,1.17536,1.17586,1.17608,1.17518
1329,1.17588,1.17636,1.17676,1.17584
1836,1.17634,1.17607,1.1766,1.17588
483,1.1755,1.17583,1.17642,1.17534
588,1.17588,1.1754,1.17601,1.17536
591,1.17533,1.17558,1.17571,1.17502
1149,1.1756,1.17516,1.17576,1.1751
965,1.1752,1.17584,1.17598,1.17508
624,1.17584,1.17597,1.17628,1.17567
503,1.17594,1.17544,1.17598,1.17514
374,1.17544,1.17513,1.1758,1.1751
604,1.17508,1.17457,1.17552,1.17452
1681,1.17458,1.17378,1.17483,1.17353
2092,1.17378,1.17402,1.17422,1.17314
1275,1.174,1.1741,1.17494,1.17386
1058,1.17408,1.17398,1.17456,1.17365
1271,1.17401,1.17584,1.17584,1.17376
1985,1.17588,1.17645,1.177,1.17575
2398,1.17648,1.17802,1.1783,1.17594
2392,1.178,1.17886,1.17901,1.17774
5162,1.17886,1.1815,1.18198,1.17882
2664,1.1815,1.18127,1.18252,1.18111
1312,1.18126,1.18238,1.18242,1.18094
1208,1.18241,1.18186,1.1828,1.18162
1186,1.18186,1.18128,1.18226,1.18096
759,1.18127,1.18096,1.18134,1.18072
789,1.18094,1.18146,1.18176,1.18072
1989,1.18157,1.18136,1.18173,1.18103
1066,1.18139,1.18093,1.18176,1.18082
412,1.18091,1.18116,1.18157,1.18083
940,1.18116,1.18146,1.18174,1.18104
1294,1.18143,1.1813,1.18244,1.18116
648,1.18132,1.18054,1.18132,1.18044
555,1.18056,1.18084,1.18084,1.18028
395,1.18088,1.18066,1.18102,1.18062
953,1.18068,1.18019,1.1807,1.17958
1900,1.18024,1.17906,1.18068,1.17906
2028,1.17902,1.17934,1.17943,1.17841
2597,1.17932,1.17716,1.17932,1.17658
2233,1.1771,1.17552,1.17722,1.17548
1645,1.17554,1.17532,1.17588,1.17454
2489,1.17532,1.17682,1.17692,1.17478
2336,1.17681,1.17615,1.17729,1.17531
3010,1.1761,1.17538,1.1769,1.17514
3083,1.1754,1.17628,1.17668,1.17501
2136,1.17626,1.17621,1.17718,1.17613
1133,1.17618,1.1764,1.1771,1.17603
1100,1.17638,1.17529,1.17647,1.17524
746,1.17531,1.17516,1.17546,1.1748
974,1.17512,1.176,1.17608,1.17496
938,1.17598,1.17615,1.17642,1.17576
2757,1.17613,1.1765,1.1766,1.17596
614,1.17653,1.17646,1.17661,1.17596
470,1.17644,1.17616,1.17662,1.17612
980,1.17621,1.17494,1.17621,1.17492
710,1.17492,1.17578,1.17589,1.17476
799,1.17582,1.17644,1.17648,1.1754
796,1.17644,1.17606,1.17662,1.1759
404,1.17604,1.1758,1.17621,1.1757
425,1.17583,1.17588,1.1762,1.17574
1408,1.17588,1.17567,1.176,1.17512
5824,1.1757,1.17814,1.17838,1.17402
2482,1.17812,1.17901,1.1792,1.17754
1643,1.17898,1.17792,1.17942,1.17757
1064,1.17797,1.17815,1.17852,1.1777
2196,1.17815,1.18,1.1801,1.17815
2399,1.18006,1.17948,1.18079,1.17924
2762,1.17953,1.17979,1.1799,1.1787
3942,1.17984,1.18156,1.182,1.1798
1883,1.18155,1.18016,1.1817,1.17998
1015,1.18014,1.1801,1.1805,1.17982
1371,1.18013,1.18121,1.1816,1.18013
1689,1.18121,1.18204,1.18232,1.18073
1348,1.18199,1.1818,1.18232,1.18151
768,1.1818,1.18071,1.182,1.18056
2328,1.18088,1.18092,1.1812,1.18072
790,1.18092,1.18113,1.18134,1.18076
612,1.18112,1.18158,1.18182,1.18111
1000,1.18156,1.18096,1.1817,1.18078
827,1.18094,1.18012,1.18097,1.18006
665,1.1801,1.18056,1.18065,1.17946
574,1.18052,1.18026,1.18054,1.17967
442,1.18026,1.18024,1.18037,1.17988
637,1.18028,1.18051,1.18079,1.18009
1809,1.18053,1.17912,1.18066,1.17876
2066,1.17906,1.17936,1.17968,1.17879
1744,1.17934,1.17872,1.17984,1.17842
1284,1.1787,1.17912,1.1796,1.17858
1179,1.17914,1.1792,1.17926,1.17847
1736,1.1792,1.18073,1.18104,1.17903
2570,1.18074,1.17992,1.18103,1.17946
2049,1.17992,1.1801,1.18052,1.17914
3058,1.18007,1.18044,1.18058,1.17878
2902,1.18044,1.18011,1.18074,1.17983
1451,1.1801,1.18042,1.18104,1.1798
1131,1.18042,1.18116,1.1815,1.18042
726,1.18111,1.18052,1.18137,1.18022
966,1.18054,1.18012,1.1806,1.17982
539,1.18014,1.18002,1.18028,1.17984
1980,1.18017,1.18001,1.18018,1.17984
745,1.17999,1.18038,1.18038,1.17999
883,1.1804,1.17978,1.1804,1.17961
679,1.17972,1.17964,1.17994,1.17926
731,1.17964,1.17898,1.17978,1.17878
390,1.17898,1.17945,1.17952,1.17886
730,1.17948,1.17972,1.17998,1.17926
287,1.17977,1.17981,1.17988,1.1795
435,1.17976,1.17969,1.18004,1.17945
1127,1.17964,1.17913,1.17974,1.17888
2647,1.17908,1.1781,1.17908,1.17736
2124,1.17811,1.17964,1.18012,1.17796
853,1.17962,1.1804,1.18048,1.17956
2469,1.1804,1.18172,1.18285,1.18022
1576,1.18168,1.18155,1.1823,1.1813
2613,1.1816,1.18054,1.18164,1.17998
3579,1.18058,1.17978,1.18148,1.17858
13383,1.17972,1.18709,1.18752,1.1793
4400,1.18712,1.18727,1.18843,1.18682
2745,1.18727,1.18866,1.18868,1.18726
1522,1.18866,1.18822,1.18898,1.18808
2117,1.18821,1.18788,1.18828,1.1872
14104,1.18788,1.19245,1.19415,1.18638
2128,1.19248,1.19232,1.19345,1.19168
558,1.19458,1.19448,1.19472,1.19408
2359,1.19449,1.19518,1.19582,1.1941
859,1.19518,1.19511,1.19596,1.19498
1860,1.19516,1.193,1.19518,1.19222
941,1.19301,1.1927,1.19307,1.19216
658,1.19268,1.19252,1.19276,1.19204
471,1.19254,1.19218,1.19254,1.1921
467,1.19214,1.19204,1.19234,1.19202
1123,1.19199,1.19342,1.19346,1.19171
1175,1.19338,1.19327,1.19372,1.19247
1743,1.19323,1.19256,1.19422,1.19214
1382,1.19261,1.19308,1.19374,1.19199
1103,1.19312,1.19337,1.1937,1.19285
1210,1.19338,1.19368,1.19402,1.19326
1749,1.19366,1.19254,1.1937,1.19241
2232,1.19259,1.19347,1.19384,1.19221
2610,1.19343,1.1936,1.19403,1.1926
2386,1.19354,1.19548,1.19578,1.19354
3032,1.19548,1.19722,1.19756,1.1952
1764,1.19719,1.19763,1.19839,1.19719
1220,1.19764,1.19772,1.19806,1.19736
833,1.19772,1.19792,1.19839,1.19772
739,1.19787,1.19742,1.19797,1.1973
459,1.1974,1.19786,1.19786,1.1974
3781,1.19774,1.1978,1.19846,1.19734
4289,1.19788,1.19684,1.19865,1.19628
1947,1.19686,1.1964,1.19696,1.19552
2042,1.19638,1.19649,1.19725,1.19627
1267,1.19648,1.19688,1.19726,1.19624
639,1.19688,1.19698,1.19714,1.19656
604,1.19696,1.1969,1.1973,1.19664
556,1.19694,1.19746,1.19772,1.19689
588,1.19744,1.1982,1.1982,1.19722
4793,1.19822,1.20167,1.20184,1.19737
8174,1.20169,1.20467,1.2047,1.2011
5617,1.2047,1.20602,1.20705,1.20409
3508,1.20598,1.20392,1.20664,1.2037
2613,1.20391,1.20345,1.20536,1.20316
2736,1.20344,1.20424,1.20475,1.20326
4561,1.20428,1.20291,1.20591,1.20279
4002,1.20295,1.20254,1.20341,1.20202
6116,1.20254,1.20255,1.20277,1.20094
4022,1.20254,1.2025,1.2038,1.2017
2039,1.20248,1.20158,1.20251,1.20104
2508,1.20158,1.20012,1.20202,1.19956
3104,1.20016,1.19912,1.20018,1.1982
2709,1.19912,1.19681,1.19969,1.19676
2037,1.19682,1.19718,1.19796,1.19461
2495,1.19714,1.19677,1.19758,1.19632
1494,1.19676,1.19744,1.19782,1.19674
1131,1.19746,1.197,1.19759,1.19631
1023,1.19703,1.1975,1.19787,1.19668
2363,1.19744,1.1975,1.1978,1.19668
623,1.19752,1.19766,1.19792,1.19738
415,1.19764,1.19826,1.19831,1.19756
575,1.19824,1.19736,1.19845,1.19726
1288,1.19738,1.19654,1.1975,1.19643
4062,1.19651,1.1955,1.19682,1.19414
5065,1.19549,1.19564,1.1969,1.19384
2434,1.19569,1.19443,1.19569,1.19405
2070,1.19438,1.1951,1.19548,1.19393
1445,1.19505,1.19481,1.19528,1.19422
2973,1.19482,1.1927,1.195,1.19245
7501,1.1927,1.19182,1.19316,1.18929
4198,1.19182,1.19128,1.19378,1.19086
4099,1.1913,1.19122,1.19206,1.18951
3820,1.19128,1.19266,1.19288,1.18991
2389,1.19264,1.19047,1.19266,1.18984
2192,1.19044,1.18987,1.19044,1.18917
1984,1.18985,1.18903,1.19015,1.1883
1213,1.18903,1.189,1.18947,1.18862
770,1.18896,1.18842,1.18896,1.1881
1653,1.18842,1.18935,1.18954,1.18815
830,1.18939,1.18958,1.18966,1.18891
724,1.18958,1.18908,1.1897,1.18884
1594,1.1891,1.18936,1.18966,1.18862
2070,1.18936,1.18776,1.18976,1.18716
1166,1.1877,1.18778,1.18831,1.18741
1023,1.18784,1.1874,1.18812,1.18714
531,1.18741,1.1879,1.18824,1.18736
769,1.18787,1.18736,1.18806,1.18706
2638,1.18738,1.18908,1.18956,1.18668
3257,1.18912,1.18913,1.19032,1.1884
1979,1.18911,1.18964,1.18972,1.18808
3532,1.18962,1.18778,1.1906,1.18712
5518,1.18777,1.18605,1.18791,1.18445
2895,1.18608,1.18372,1.18624,1.18342
4401,1.18374,1.18434,1.18528,1.18232
3044,1.18436,1.18536,1.18604,1.18359
6006,1.1854,1.18899,1.18978,1.18496
7130,1.18898,1.18936,1.19084,1.18728
2710,1.18933,1.18808,1.18956,1.18706
1765,1.18808,1.18921,1.18942,1.18786
2398,1.18922,1.19034,1.191,1.189
1967,1.19038,1.19052,1.1906,1.1895
963,1.19057,1.1909,1.19126,1.1903
3997,1.1909,1.19214,1.19224,1.19076
1837,1.19212,1.19135,1.19234,1.19118
973,1.19134,1.19094,1.19151,1.19078
1318,1.19088,1.19102,1.19109,1.19056
1016,1.19103,1.19074,1.19114,1.19042
638,1.19072,1.19058,1.19132,1.1905
822,1.19056,1.19014,1.19088,1.19006
610,1.19018,1.18972,1.19041,1.18951
859,1.18972,1.18948,1.18972,1.18878
2025,1.18948,1.18848,1.19052,1.18824
1589,1.18849,1.1886,1.18904,1.18792
2227,1.18866,1.18929,1.19019,1.18826
1887,1.18934,1.18946,1.19051,1.18914
4211,1.18946,1.1915,1.19302,1.18938
2322,1.19146,1.19165,1.19252,1.19101
18179,1.19165,1.19062,1.198,1.18934
10987,1.19062,1.1867,1.19208,1.18644
8530,1.18668,1.18778,1.1895,1.18498
4851,1.1878,1.18776,1.18894,1.1863
3065,1.18772,1.18578,1.18883,1.18555
2282,1.18584,1.1868,1.18704,1.18572
1459,1.18678,1.18664,1.18754,1.18628
1025,1.18667,1.18651,1.1869,1.1863
835,1.18648,1.18598,1.18653,1.18588
887,1.18842,1.18789,1.18897,1.18758
1727,1.18776,1.18784,1.18848,1.18737
1148,1.18791,1.18819,1.18842,1.18772
1865,1.18818,1.188,1.18864,1.1878
1654,1.18802,1.18838,1.189,1.18781
856,1.18836,1.18838,1.18856,1.1878
996,1.18832,1.18799,1.18861,1.18792
416,1.18797,1.1882,1.18845,1.18785
965,1.18825,1.18851,1.18879,1.18812
3830,1.18851,1.18944,1.1904,1.18824
1987,1.18948,1.18993,1.19013,1.18846
2343,1.18997,1.19184,1.19208,1.189
1629,1.19189,1.19151,1.19224,1.19076
1189,1.19148,1.1911,1.19173,1.19013
963,1.19108,1.19098,1.19154,1.19022
1413,1.19099,1.18966,1.1911,1.1889
1525,1.18968,1.19037,1.19064,1.18958
1558,1.19036,1.1912,1.19136,1.18954
1192,1.1912,1.19162,1.19199,1.19094
2012,1.1916,1.18894,1.19198,1.1889
1982,1.18892,1.19018,1.19052,1.18888
2520,1.19024,1.19022,1.1903,1.18928
2169,1.19019,1.18972,1.1903,1.18944
3297,1.1897,1.18961,1.19054,1.18916
736,1.18961,1.18966,1.19005,1.1894
835,1.18969,1.1898,1.19002,1.18949
1069,1.18978,1.1893,1.18984,1.189
1498,1.18935,1.19,1.19018,1.1892
2363,1.18996,1.18972,1.19052,1.18926
2721,1.18973,1.19064,1.191,1.18973
2011,1.19064,1.19068,1.19103,1.1904
1510,1.19066,1.19058,1.19115,1.19048
1053,1.19062,1.19053,1.19088,1.19025
2469,1.19053,1.19028,1.19088,1.1892
4515,1.19033,1.1879,1.19078,1.18684
2257,1.18788,1.18847,1.18884,1.18757
1737,1.1885,1.18824,1.18854,1.18764
2591,1.18824,1.18974,1.19071,1.18816
2304,1.18977,1.1889,1.18978,1.18774
3217,1.18892,1.19004,1.19047,1.18892
3087,1.19007,1.18881,1.19007,1.18868
6114,1.1888,1.19184,1.1941,1.1888
3976,1.19188,1.19116,1.19248,1.18994
3283,1.19112,1.19034,1.19234,1.19014
2753,1.19035,1.18964,1.1915,1.1895
2389,1.1897,1.192,1.19214,1.18958
2202,1.19198,1.19185,1.19304,1.19163
789,1.19188,1.1915,1.19204,1.19106
5650,1.1915,1.19144,1.1917,1.19094
1088,1.19146,1.19206,1.19226,1.19139
651,1.19212,1.19239,1.19246,1.19178
1414,1.19234,1.19221,1.1925,1.19152
1711,1.19222,1.19088,1.19244,1.19032
1065,1.19082,1.19121,1.1914,1.19058
1014,1.19123,1.19103,1.19151,1.19091
726,1.19106,1.19143,1.19154,1.19066
1394,1.19138,1.19266,1.19295,1.19098
2171,1.19264,1.19218,1.19264,1.19133
2820,1.19216,1.19338,1.1941,1.19203
2820,1.19338,1.1944,1.19498,1.19328
3074,1.19441,1.19354,1.19496,1.19312
2639,1.19351,1.19287,1.19478,1.1924
2345,1.19285,1.19318,1.19319,1.19192
2891,1.19322,1.1932,1.19409,1.19272
2975,1.1932,1.19244,1.19342,1.19203
9266,1.19246,1.19393,1.19448,1.19136
